Gene 1,Gene 2,Gene 3,Gene 4,Gene 5,Gene 6,Gene 7,Gene 8,Gene 9,Gene 10,Gene 11,Gene 12,Gene 13,Gene 14,Gene 15,Gene 16,Gene 17,Gene 18,Gene 19,Gene 20,Gene 21,Gene 22,Gene 23,Gene 24,Gene 25,Gene 26,Gene 27,Gene 28,Gene 29,Gene 30,Gene 31,Gene 32,Gene 33,Gene 34,Gene 35,Gene 36,Gene 37,Gene 38,Gene 39,Gene 40,Gene 41,Gene 42,Gene 43,Gene 44,Gene 45,Gene 46,Gene 47,Gene 48,Gene 49,Gene 50,Gene 51,Gene 52,Gene 53,Gene 54,Gene 55,Gene 56,Gene 57,Gene 58,Gene 59,Gene 60,Gene 61,Gene 62,Gene 63,Gene 64,Gene 65,Gene 66,Gene 67,Gene 68,Gene 69,Gene 70,Gene 71,Gene 72,Gene 73,Gene 74,Gene 75,Gene 76,Gene 77,Gene 78,Gene 79,Gene 80,Gene 81,Gene 82,Gene 83,Gene 84,Gene 85,Gene 86,Gene 87,Gene 88,Gene 89,Gene 90,Gene 91,Gene 92,Gene 93,Gene 94,Gene 95,Gene 96,Gene 97,Gene 98,Gene 99,Gene 100,Gene 101,Gene 102,Gene 103,Gene 104,Gene 105,Gene 106,Gene 107,Gene 108,Gene 109,Gene 110,Gene 111,Gene 112,Gene 113,Gene 114,Gene 115,Gene 116,Gene 117,Gene 118,Gene 119,Gene 120,Gene 121,Gene 122,Gene 123,Gene 124,Gene 125,Gene 126,Gene 127,Gene 128,Gene 129,Gene 130,Gene 131,Gene 132,Gene 133,Gene 134,Gene 135,Gene 136,Gene 137,Gene 138,Gene 139,Gene 140,Gene 141,Gene 142,Gene 143,Gene 144,Gene 145,Gene 146,Gene 147,Gene 148,Gene 149,Gene 150,Gene 151,Gene 152,Gene 153,Gene 154,Gene 155,Gene 156,Gene 157,Gene 158,Gene 159,Gene 160,Gene 161,Gene 162,Gene 163,Gene 164,Gene 165,Gene 166,Gene 167,Gene 168,Gene 169,Gene 170,Gene 171,Gene 172,Gene 173,Gene 174,Gene 175,Gene 176,Gene 177,Gene 178,Gene 179,Gene 180,Gene 181,Gene 182,Gene 183,Gene 184,Gene 185,Gene 186,Gene 187,Gene 188,Gene 189,Gene 190,Gene 191,Gene 192,Gene 193,Gene 194,Gene 195,Gene 196,Gene 197,Gene 198,Gene 199,Gene 200,Gene 201,Gene 202,Gene 203,Gene 204,Gene 205,Gene 206,Gene 207,Gene 208,Gene 209,Gene 210,Gene 211,Gene 212,Gene 213,Gene 214,Gene 215,Gene 216,Gene 217,Gene 218,Gene 219,Gene 220,Gene 221,Gene 222,Gene 223,Gene 224,Gene 225,Gene 226,Gene 227,Gene 228,Gene 229,Gene 230,Gene 231,Gene 232,Gene 233,Gene 234,Gene 235,Gene 236,Gene 237,Gene 238,Gene 239,Gene 240,Gene 241,Gene 242,Gene 243,Gene 244,Gene 245,Gene 246,Gene 247,Gene 248,Gene 249,Response
73.9905,61.2734,63.5856,57.8051,65.8978,48.5563,78.6149,50.8685,67.0539,58.9612,63.5856,57.8051,41.6197,55.4929,50.8685,48.5563,50.8685,40.4636,60.1173,54.3368,68.21,78.6149,42.7758,65.8978,46.2441,97.1126,49.7124,57.8051,48.5563,34.6831,71.6783,39.3075,60.1173,32.3709,107.517,52.0246,31.2148,64.7417,78.6149,63.5856,39.3075,65.8978,55.4929,54.3368,56.649,55.4929,54.3368,49.7124,48.5563,70.5222,55.4929,52.0246,56.649,45.088,32.3709,76.3027,53.1807,55.4929,71.6783,42.7758,84.3955,55.4929,43.9319,82.0832,91.3321,62.4295,49.7124,113.298,64.7417,52.0246,43.9319,41.6197,67.0539,92.4882,35.8392,55.4929,97.1126,71.6783,70.5222,36.9953,57.8051,71.6783,80.9271,56.649,54.3368,72.8344,54.3368,61.2734,50.8685,53.1807,46.2441,45.088,58.9612,58.9612,43.9319,53.1807,75.1466,43.9319,65.8978,75.1466,98.2687,62.4295,50.8685,55.4929,77.4588,64.7417,54.3368,62.4295,69.3661,70.5222,98.2687,50.8685,56.649,48.5563,48.5563,70.5222,60.1173,46.2441,47.4002,49.7124,72.8344,60.1173,43.9319,41.6197,65.8978,85.5516,41.6197,48.5563,56.649,42.7758,64.7417,57.8051,49.7124,49.7124,40.4636,68.21,58.9612,48.5563,87.8638,57.8051,50.8685,54.3368,48.5563,58.9612,78.6149,65.8978,67.0539,69.3661,42.7758,43.9319,40.4636,76.3027,86.7077,56.649,48.5563,41.6197,45.088,56.649,78.6149,54.3368,65.8978,83.2393,55.4929,61.2734,46.2441,64.7417,85.5516,73.9905,61.2734,54.3368,77.4588,41.6197,49.7124,90.176,62.4295,39.3075,52.0246,45.088,62.4295,82.0832,52.0246,47.4002,52.0246,72.8344,131.796,52.0246,47.4002,69.3661,41.6197,52.0246,46.2441,80.9271,61.2734,65.8978,68.21,33.527,62.4295,61.2734,46.2441,48.5563,53.1807,62.4295,57.8051,60.1173,95.9565,54.3368,84.3955,46.2441,57.8051,77.4588,63.5856,36.9953,42.7758,62.4295,62.4295,67.0539,52.0246,40.4636,70.5222,53.1807,90.176,60.1173,48.5563,49.7124,71.6783,68.21,72.8344,70.5222,64.7417,87.8638,39.3075,50.8685,47.4002,48.5563,45.088,35.8392,54.3368,43.9319,42.7758,43.9319,64.7417,62.4295,32.3709,43.9319,62.4295,58.9612,89.0199,67.0539,55.4929,0
114.347,42.3231,87.8019,81.3049,63.299,80.1911,61.0715,74.8079,52.347,57.3589,54.0176,88.3588,53.0895,40.8381,37.6824,64.0415,43.6225,46.4069,45.1075,65.3409,65.5266,61.9996,45.4788,56.9877,53.6464,99.6821,53.2751,69.796,49.5626,47.5207,65.7122,38.6106,63.4847,51.7901,64.9697,73.6942,45.1075,70.1673,55.6883,49.5626,184.885,77.9636,76.293,30.6286,36.1974,42.3231,58.4727,44.5506,48.0776,70.7241,52.1614,54.3889,33.0417,47.7063,30.6286,64.9697,58.844,65.1553,42.3231,56.8021,59.7721,33.9699,44.7363,48.0776,41.2093,49.1913,52.1614,128.269,67.5685,48.8201,61.814,50.1195,49.5626,30.8142,45.1075,86.5025,163.724,78.8918,44.9219,82.4187,42.5087,67.1972,70.5385,52.9039,47.8919,63.4847,89.2869,68.8679,43.8081,86.5025,62.5565,56.0596,59.7721,55.1314,31.7423,54.5745,74.4367,56.8021,56.6164,49.5626,122.514,183.586,55.1314,46.5925,69.796,39.1674,69.0535,62.9278,76.4786,60.8859,61.814,63.299,68.311,69.6104,49.0057,69.6104,38.2393,35.0836,67.3828,128.64,48.6344,51.6045,57.3589,71.6523,75.5505,67.3828,49.5626,44.1794,53.2751,54.7602,54.0176,117.874,43.0656,41.5806,46.0357,57.7302,45.85,54.7602,79.8199,52.9039,47.7063,68.8679,53.0895,32.8561,53.832,77.9636,67.7541,49.9338,82.6043,61.4428,48.2632,79.6343,97.6402,82.2331,52.9039,48.6344,54.2033,56.4308,64.2272,49.1913,61.814,96.8976,51.7901,69.796,54.9458,58.844,1636.12,102.652,47.7063,50.3051,67.7541,50.6763,44.9219,57.7302,117.317,56.4308,116.945,41.0237,61.4428,32.2992,74.2511,59.4009,59.4009,76.8499,186.927,70.3529,81.6762,56.4308,57.7302,62.9278,45.2931,80.5624,59.5865,88.3588,68.6822,41.0237,46.5925,75.5505,36.0118,39.7243,54.3889,49.0057,44.365,36.9399,73.6942,54.3889,48.6344,48.0776,42.88,82.2331,70.5385,39.3531,46.7782,44.365,46.4069,87.245,45.2931,66.4547,52.5326,53.6464,64.4128,50.862,36.7543,42.3231,86.3169,67.5685,80.5624,92.0713,65.3409,79.263,57.5446,49.1913,42.3231,81.4905,45.6644,39.1674,64.4128,71.281,50.862,41.2093,64.2272,57.1733,32.8561,45.85,54.5745,88.73,82.0474,74.8079,55.317,0
74.258,31.8424,75.1186,96.019,62.2095,53.2346,66.3896,50.6528,55.8164,59.6277,107.084,36.3913,48.6857,49.1775,56.9229,64.1766,31.5965,75.7333,34.5472,45.3662,117.288,73.2744,48.3169,66.3896,43.8909,76.8398,37.8667,81.6346,48.1939,46.9645,93.4372,90.2407,43.2762,31.5965,80.6511,26.6788,34.5472,56.0623,49.5463,86.1835,71.1844,70.4467,89.3801,70.5697,22.8675,35.5307,71.4303,50.4069,45.3662,67.742,63.0701,44.3827,36.1454,46.7186,16.4745,49.3004,66.0208,60.9801,53.6035,75.8563,90.9783,97.4943,104.256,474.317,35.4078,68.7255,41.432,116.551,37.7437,95.7731,57.5376,59.6277,36.6372,31.5965,48.6857,110.403,54.7099,69.3402,119.993,67.742,43.768,55.4476,90.3636,45.7351,41.3091,41.9238,51.7593,44.3827,70.4467,125.526,46.8415,53.1117,42.7844,65.6519,59.013,30.7359,100.691,120.239,89.1342,44.3827,75.1186,185.03,155.401,52.0052,96.142,53.4805,50.5299,57.7835,56.677,61.3489,50.284,69.4632,51.7593,114.706,54.9558,47.3333,41.8009,29.9983,49.1775,102.535,23.2364,54.8329,52.0052,51.1446,54.9558,53.9723,59.5047,49.1775,34.7931,30.1212,51.7593,76.5939,59.6277,22.6216,38.7273,58.89,144.951,136.959,77.5775,91.3472,72.1679,118.395,47.3333,66.2666,78.9298,75.9792,44.3827,51.8822,67.742,75.8563,36.1454,112.493,53.1117,68.8485,65.0372,53.6035,43.3991,52.2511,70.4467,43.5221,68.2337,130.812,53.1117,48.8086,52.9887,41.8009,31.3506,114.829,36.8831,56.8,42.9073,58.89,64.7913,58.0294,51.5134,53.7264,51.2675,63.9307,57.9065,52.6199,52.6199,41.9238,51.1446,114.461,38.6043,69.7091,29.1377,35.5307,35.7766,53.7264,31.3506,79.2987,56.0623,80.1593,28.4,29.6294,43.0303,56.0623,54.2182,32.5801,43.0303,43.5221,33.4407,47.0874,93.3143,43.3991,66.0208,47.7022,34.1783,61.226,52.2511,39.9567,73.6433,36.7602,48.3169,62.7013,43.768,43.0303,63.1931,37.9896,35.4078,40.4485,53.2346,77.7004,72.6597,53.8493,112.002,37.4978,45.7351,89.503,43.8909,36.2684,35.7766,80.2822,45.9809,57.9065,82.4952,81.5117,62.5783,30.8589,49.6693,64.6684,27.6623,70.4467,47.0874,33.5636,53.7264,69.5861,29.2606,1
74.3463,60.4063,70.122,89.131,47.3113,47.7337,71.8117,58.2942,48.5785,54.9148,49.8458,47.7337,41.8198,29.1471,68.8548,51.1131,52.3803,43.9319,45.6216,59.9839,71.8117,80.2602,75.6135,61.2512,59.9839,100.114,54.07,47.3113,40.9749,49.0009,59.5615,32.5265,46.044,45.6216,63.3633,60.4063,46.8888,91.2431,68.4324,47.7337,109.83,111.942,91.2431,32.9489,33.3713,49.0009,68.0099,43.9319,46.8888,65.053,68.4324,50.6906,43.087,57.4494,40.9749,61.6736,61.6736,58.7166,50.2682,45.6216,59.9839,35.9059,72.2341,57.8718,52.8027,61.2512,53.6476,167.702,47.7337,47.7337,47.3113,51.1131,57.4494,37.1731,43.087,95.0449,134.753,89.9759,49.0009,58.2942,43.9319,43.087,80.6826,69.2772,51.9579,58.2942,69.2772,59.9839,59.5615,57.4494,68.4324,42.6646,55.7597,67.1651,36.3283,40.5525,75.1911,59.5615,69.6996,45.1991,88.7086,200.65,38.8628,66.3202,71.8117,44.3543,46.044,47.3113,47.7337,60.8288,67.1651,73.5014,75.1911,49.4234,57.027,58.2942,34.6386,42.6646,50.6906,55.3373,39.7077,60.8288,56.6045,49.8458,101.804,67.5875,44.3543,51.9579,46.8888,47.7337,54.07,66.3202,43.087,61.6736,71.3893,51.1131,71.8117,64.2081,78.9929,81.105,57.8718,50.2682,45.6216,46.4664,49.8458,80.6826,57.027,41.8198,56.6045,68.4324,46.4664,73.9238,90.8207,78.1481,56.6045,39.2852,51.9579,69.6996,68.8548,60.4063,51.1131,92.088,40.5525,62.5184,46.4664,55.7597,612.934,81.9499,43.087,59.5615,53.6476,49.0009,40.9749,73.5014,62.096,41.8198,53.6476,47.3113,57.8718,33.7938,69.2772,40.1301,57.8718,106.45,76.0359,53.2252,58.2942,61.6736,39.7077,47.3113,87.4413,53.2252,69.2772,60.8288,30.4144,40.9749,49.4234,103.071,38.4404,46.4664,59.9839,48.5785,46.4664,53.2252,108.14,54.4924,45.6216,55.3373,41.3973,57.027,82.3723,46.044,51.1131,51.5355,52.3803,95.0449,56.6045,45.6216,57.4494,50.6906,59.9839,66.3202,40.1301,49.4234,58.7166,67.1651,67.5875,220.927,67.1651,102.226,47.3113,65.053,62.5184,79.4153,42.6646,43.5095,85.7516,46.044,48.5785,47.3113,60.8288,74.3463,43.087,52.8027,57.4494,70.122,92.5104,65.8978,44.7767,1
94.903,94.6486,64.3712,94.3942,101.518,47.8332,55.7206,94.1397,50.8863,47.8332,61.8269,160.546,41.7268,40.9635,45.0344,94.903,60.0459,87.2701,30.5318,53.9395,108.642,69.9687,57.2471,67.9333,44.78,99.9917,45.7977,57.2471,54.9573,41.9812,54.9573,21.6267,42.2357,55.7206,55.975,96.9385,59.7915,77.8561,58.5193,42.4901,175.812,120.855,83.1992,99.4828,35.366,33.0761,98.4651,48.8509,47.5787,38.1648,62.8446,30.2774,115.512,44.2711,16.0292,52.6674,57.756,43.5078,31.5495,59.2826,112.459,46.8154,87.2701,44.78,70.732,136.375,54.7028,118.056,36.1293,51.1408,56.4838,59.7915,78.1105,35.366,42.999,102.79,271.224,89.0511,87.7789,47.5787,46.0521,57.2471,99.9917,42.999,54.4484,53.6851,53.6851,53.1762,44.0167,80.4004,51.9041,30.2774,51.1408,75.8207,39.6913,32.3128,72.2586,31.0407,70.2232,56.9927,75.8207,197.439,45.0344,45.7977,83.9625,41.2179,67.6788,60.8092,72.513,54.194,126.198,77.0928,91.8499,74.5485,70.9865,57.5016,56.4838,24.4254,39.9458,142.991,104.063,44.5256,53.4307,47.0699,38.6736,56.9927,49.1053,66.9155,30.5318,35.8749,53.6851,50.6319,44.78,24.9343,76.584,52.1585,46.3066,103.808,62.8446,70.4776,49.3598,79.8916,37.6559,25.952,66.4067,91.5954,72.513,35.366,84.4713,54.4484,37.147,77.0928,68.6966,79.8916,62.3358,53.6851,64.3712,61.8269,67.9333,61.0636,64.1168,96.4296,41.4724,80.146,49.1053,38.4192,292.342,95.9208,35.6204,48.0876,73.2763,59.7915,47.8332,61.5725,71.4953,60.3003,69.4599,73.2763,33.585,73.5308,73.2763,44.78,42.4901,114.24,55.7206,67.4244,59.7915,50.1231,42.7445,86.5068,62.8446,79.6371,82.9447,78.8738,80.4004,39.4369,47.3243,98.2106,26.7153,16.0292,38.9281,29.7685,53.1762,52.1585,169.197,45.5433,57.2471,44.78,44.2711,69.7143,77.8561,53.1762,70.2232,30.7862,55.7206,159.783,42.999,57.5016,75.3118,39.4369,55.7206,54.4484,69.9687,44.78,77.6017,79.8916,94.1397,249.598,79.1283,138.92,37.6559,51.1408,40.4546,63.8624,47.3243,33.8394,75.3118,38.4192,53.9395,36.6382,185.735,80.4004,28.2419,113.731,39.9458,46.3066,68.951,67.6788,39.6913,1
104.865,56.5698,104.714,114.494,60.0302,53.4103,60.0302,51.9058,50.5518,53.1094,38.0643,51.9058,42.7283,38.8165,29.4885,72.6681,122.317,48.8968,64.8447,51.4545,97.7936,51.6049,71.615,65.8978,66.6501,93.5809,38.5156,46.64,49.4986,75.6772,51.0031,35.0552,69.8096,27.5326,54.9148,132.849,72.0663,63.1897,74.624,61.3843,128.486,104.714,26.0281,48.295,56.2689,50.4013,75.9781,34.9048,79.1376,57.3221,87.4124,28.1345,107.573,48.8968,311.585,54.7644,86.6601,52.0563,150.301,50.1004,81.8457,24.0723,53.7112,58.8266,32.7985,88.0142,32.7985,91.7755,42.2769,37.4625,55.6671,74.7745,65.1456,72.0663,36.4093,39.4183,180.392,64.6942,198.145,48.295,42.2769,57.4725,99.1476,49.4986,154.062,63.9419,74.0222,64.8447,41.8256,68.4555,61.0834,63.9419,35.2057,56.1185,36.2588,61.6852,62.287,26.4795,49.649,28.4354,104.714,360.783,36.4093,33.2498,194.384,38.8165,48.8968,86.6601,62.287,54.4635,121.565,90.8728,132.097,68.9069,54.4635,59.2779,41.0733,23.4705,51.4545,642.579,18.5056,66.8005,72.8186,54.4635,158.125,66.3492,44.985,41.6751,40.6219,46.0382,52.6581,74.1727,39.2679,18.2046,109.228,44.3832,40.0201,63.0392,76.5799,56.7203,35.3561,47.0914,39.5688,32.3471,61.5347,88.4656,47.0914,27.2317,294.885,41.3742,31.4444,71.9159,57.7734,66.3492,53.2599,39.1174,46.4896,51.4545,53.4103,44.8346,47.2418,108.175,40.9228,122.769,54.4635,88.4656,654.164,110.131,74.1727,40.6219,66.6501,44.3832,41.0733,70.4114,105.467,50.7022,63.0392,37.312,38.3652,23.6209,82.8989,60.4816,45.5868,69.8096,348.145,71.0132,54.9148,64.2429,54.4635,35.657,27.5326,228.386,58.0743,93.4305,90.8728,33.0994,36.7102,127.433,96.289,151.806,48.4454,29.7894,28.2849,50.7022,142.177,45.2859,64.3933,41.0733,48.4454,833.201,101.404,28.5858,54.4635,37.7634,41.6751,156.169,36.4093,49.7995,55.8176,58.8266,46.7905,50.2508,39.4183,33.5507,107.573,63.1897,121.565,212.438,71.0132,212.588,70.4114,39.8697,38.0643,60.632,32.4976,35.2057,59.8798,76.7303,42.2769,31.5948,120.963,74.3231,21.0632,50.2508,46.64,46.7905,159.93,64.5438,92.2269,0
52.881,54.9148,73.6266,58.9826,78.5079,53.2877,63.4572,68.3385,38.237,40.6777,45.1522,86.2366,34.1692,39.0506,67.5249,56.9487,57.3555,65.491,34.9828,58.5758,135.05,65.8978,60.2029,70.3724,54.5081,84.6095,50.0335,70.7791,45.1522,41.898,56.9487,23.9998,47.5929,58.9826,81.3553,29.2879,31.7286,108.203,80.9486,39.0506,240.812,81.3553,50.8471,52.881,61.4233,38.6438,108.203,44.7454,50.4403,61.0165,67.9317,38.237,60.2029,48.8132,25.2202,60.6097,53.6945,63.4572,35.7963,73.2198,102.914,42.7115,68.7453,110.236,36.6099,126.101,59.7962,143.185,51.6606,46.3725,48.8132,39.4573,31.3218,39.8641,27.254,87.0502,141.558,89.0841,124.474,23.9998,53.6945,66.7114,136.677,61.8301,94.3722,63.0504,49.6268,39.8641,43.5251,77.2876,47.5929,23.9998,39.8641,71.1859,36.6099,38.6438,58.9826,44.7454,91.9315,70.7791,95.9993,99.6603,24.4066,58.1691,82.5757,45.1522,45.9658,59.7962,38.237,46.3725,64.2707,58.9826,86.2366,60.6097,63.4572,56.1352,52.0674,37.4235,58.1691,128.541,33.3557,64.2707,66.7114,36.6099,74.0334,63.8639,47.1861,54.5081,31.3218,56.542,63.0504,66.7114,46.7793,38.6438,50.0335,46.3725,69.5588,62.6436,54.5081,52.4742,43.9319,49.6268,35.7963,32.9489,65.0843,80.9486,65.491,24.4066,61.8301,83.796,49.22,43.1183,61.0165,66.3046,54.5081,38.6438,62.6436,67.9317,105.355,56.9487,60.2029,93.1519,40.2709,71.5927,73.6266,55.7284,410.031,89.8976,62.2368,53.2877,43.5251,65.0843,48.4064,58.5758,66.7114,54.9148,56.1352,37.8302,31.7286,37.8302,54.1013,58.5758,38.237,84.2028,120.813,139.524,57.7623,46.3725,43.1183,39.8641,63.4572,50.4403,101.287,88.6773,70.3724,41.0844,47.5929,76.8808,47.5929,24.8134,47.9996,39.4573,574.369,42.7115,81.3553,41.0844,58.5758,51.2539,116.338,53.2877,63.8639,53.2877,61.4233,45.1522,45.9658,152.541,37.4235,57.7623,65.491,43.9319,43.1183,37.8302,61.4233,141.152,69.5588,63.4572,74.0334,153.762,53.2877,54.5081,43.9319,47.5929,58.9826,61.0165,40.2709,27.6608,93.9654,32.5421,56.1352,54.5081,54.1013,65.0843,30.1015,42.3048,49.6268,55.7284,111.05,65.0843,41.0844,1
71.1837,62.0215,82.4604,92.6798,60.9643,40.8778,59.5547,78.584,41.5826,63.7835,51.802,189.236,43.6969,36.2967,50.3924,37.7062,63.7835,74.7077,42.2874,62.0215,80.6984,88.0987,44.0493,63.7835,53.564,131.443,48.2781,52.1544,46.1637,58.8499,51.802,33.8299,44.0493,40.173,86.6891,38.411,30.6583,79.6412,73.6505,56.7356,46.8685,127.567,40.5254,52.5068,64.1358,35.9443,95.499,42.6398,91.2702,82.4604,70.8313,59.2023,75.7649,60.2595,103.956,60.2595,90.9178,65.5454,50.7448,44.7541,66.6026,28.544,35.2395,36.2967,38.0586,87.0415,39.1158,151.177,50.0401,34.8871,50.0401,51.0972,57.7927,29.2488,23.2581,93.0322,260.42,79.6412,81.4032,38.0586,50.0401,44.7541,75.4125,87.7463,77.8792,56.3832,55.6784,71.5361,49.3353,84.5747,60.9643,31.3631,58.8499,92.3274,28.544,37.0014,66.2502,41.5826,67.3074,55.326,110.3,174.788,44.0493,69.4218,92.6798,44.4017,61.6691,71.8885,58.4975,48.2781,111.709,68.3646,56.3832,42.2874,59.9071,74.3553,41.5826,52.1544,44.4017,124.395,125.805,51.802,55.326,53.564,90.9178,75.0601,49.6877,51.4496,86.6891,39.1158,50.7448,57.088,37.3538,43.6969,48.9829,43.6969,57.7927,88.4511,61.3167,52.1544,43.3446,44.0493,37.3538,32.4203,66.955,94.4418,63.7835,47.9257,82.4604,45.1065,55.326,59.5547,65.5454,82.108,39.8206,42.6398,36.6491,88.4511,62.7263,56.3832,48.2781,107.128,45.4589,53.2116,41.5826,62.0215,286.497,77.1745,47.2209,42.2874,56.0308,47.2209,35.9443,60.2595,49.3353,42.9922,38.0586,44.0493,45.8113,38.7634,57.088,53.564,69.7742,70.479,63.0787,50.0401,40.173,58.1451,58.8499,41.2302,60.2595,66.2502,78.584,118.757,72.2409,40.173,45.8113,85.2795,60.6119,88.0987,45.8113,51.802,113.119,39.4682,94.4418,34.8871,76.1173,44.0493,68.0122,128.272,53.9164,42.2874,34.1823,47.9257,55.326,95.499,32.7727,67.6598,57.4403,49.3353,55.6784,42.9922,38.0586,38.0586,79.6412,63.7835,79.6412,116.995,41.5826,72.9457,39.4682,104.309,31.0107,98.3181,47.9257,26.782,104.661,55.326,39.4682,36.2967,84.5747,56.7356,33.4775,44.0493,48.6305,73.2981,111.357,90.2131,40.8778,1
59.6713,44.8832,71.8649,72.2541,62.0062,65.3789,56.2985,96.9009,58.8929,46.829,59.801,20.7552,66.9356,80.8156,17.6419,71.3461,44.1048,117.656,21.0147,63.3034,82.7614,52.1475,38.3972,102.998,77.0537,61.6171,46.5695,86.9125,29.8356,33.0786,29.9653,58.3741,60.3199,56.8174,122.845,16.0853,65.2492,38.5269,131.147,38.3972,27.6304,59.9307,57.5957,15.1773,24.6468,61.6171,33.0786,32.3003,19.0689,45.5318,74.7188,1170.72,49.8125,45.6615,13.2315,34.5056,52.6664,230.383,26.5926,59.1524,52.4069,18.6797,39.0458,22.0524,21.2741,106.63,37.6188,151.513,45.6615,53.9636,35.1542,28.9276,29.8356,20.3661,33.5975,25.8143,378.394,68.3625,32.9489,52.1475,42.5482,92.1013,174.474,82.2426,33.0786,56.558,71.4758,50.7206,88.5988,144.638,42.2888,74.7188,33.5975,41.7699,40.7321,48.5153,65.6384,21.4038,45.1426,32.43,143.081,73.9405,26.7223,37.2297,120.51,56.8174,50.4611,76.1457,45.402,48.2559,62.0062,63.6926,55.0013,80.6859,54.4824,35.8028,55.5202,17.3825,75.6268,119.343,14.0098,44.7534,72.773,48.9045,49.8125,42.9374,42.9374,68.4922,23.2199,42.8076,77.1835,51.888,51.6286,19.5877,38.3972,66.4167,118.953,18.9391,69.0111,31.6517,59.801,115.84,35.1542,47.0884,48.7748,115.97,82.8912,30.4842,60.4496,25.8143,37.4891,198.861,35.0244,55.0013,49.4234,53.5744,59.6713,47.8667,48.2559,38.2674,64.0817,87.8205,35.4136,48.645,69.7894,55.3905,319.371,77.7023,21.793,60.9685,38.008,74.8485,58.2443,54.6122,78.8698,51.2394,40.0835,22.3119,43.0671,125.829,38.2674,99.625,36.1919,113.765,207.552,22.9605,26.3332,37.7486,67.3247,14.9178,108.446,86.3936,97.9387,96.5118,82.6317,26.2035,43.8454,55.7797,106.111,28.0195,34.3758,28.5384,22.3119,52.6664,97.6792,36.5811,30.0951,54.4824,70.438,76.6646,39.5646,46.5695,58.8929,35.2839,30.0951,39.5646,63.044,37.7486,62.7845,27.8898,20.3661,29.4465,49.4234,38.2674,71.4758,45.1426,51.3692,37.4891,53.9636,53.8338,48.9045,29.5762,33.0786,93.0093,37.8783,72.773,74.4593,43.7157,54.8716,99.4953,61.0982,60.0604,868.995,42.5482,39.5646,40.343,104.944,66.9356,108.316,1
72.6566,45.0583,68.714,84.4844,51.2539,46.748,69.8404,59.7023,49.5642,59.7023,52.9435,50.1274,52.3803,42.8054,41.679,61.392,54.07,49.0009,38.2996,63.6449,52.9435,72.6566,62.5184,58.5758,60.2655,80.5418,49.5642,54.6332,46.1848,61.9552,51.8171,38.2996,52.9435,47.3113,77.7256,48.4377,41.1157,67.5875,82.7947,61.392,88.427,81.105,59.7023,39.426,43.9319,47.3113,82.7947,55.7597,60.8288,80.5418,56.3229,67.0243,49.5642,59.7023,29.2879,67.0243,54.6332,81.105,45.0583,50.1274,74.3463,45.6216,68.714,55.1965,58.0126,71.5301,60.2655,124.474,72.6566,48.4377,70.4037,37.7364,63.0817,283.868,39.9893,87.3005,148.129,77.1624,54.07,47.8745,43.9319,47.8745,87.3005,68.1507,59.1391,63.0817,65.8978,58.5758,55.7597,66.461,46.1848,39.9893,72.6566,91.2431,40.5525,32.1041,58.5758,54.6332,66.461,46.1848,156.014,65.8978,45.6216,83.3579,83.3579,40.5525,64.7714,60.8288,55.1965,54.07,75.4727,59.7023,63.6449,64.2081,56.8862,53.5068,48.4377,40.5525,75.4727,85.0476,32.6673,36.0467,57.4494,45.6216,95.1857,68.714,54.6332,57.4494,39.426,39.426,54.07,101.381,54.6332,37.1731,42.2422,54.6332,58.0126,39.426,61.9552,52.3803,41.1157,52.9435,42.2422,39.9893,66.461,97.4387,54.6332,55.7597,64.2081,58.0126,45.0583,55.1965,64.2081,96.3122,39.426,43.3686,45.0583,70.9669,75.4727,45.0583,59.7023,95.749,50.1274,65.3346,58.0126,54.07,127.853,54.6332,48.4377,53.5068,52.9435,51.8171,62.5184,81.105,60.8288,43.9319,52.9435,39.426,59.7023,47.3113,85.0476,57.4494,58.0126,89.5534,82.2315,46.748,55.1965,48.4377,49.5642,47.8745,58.0126,64.2081,70.9669,99.6916,47.3113,42.2422,50.6906,74.9095,54.07,38.2996,47.3113,64.2081,54.6332,38.8628,60.2655,39.426,57.4494,46.1848,64.2081,61.392,67.5875,47.8745,56.3229,51.2539,70.9669,74.3463,55.1965,61.9552,51.8171,50.6906,55.7597,53.5068,52.3803,44.4951,75.4727,58.5758,58.5758,83.9212,55.1965,51.2539,40.5525,63.0817,47.3113,96.8754,56.8862,42.8054,104.197,62.5184,53.5068,49.0009,74.9095,69.2772,59.7023,54.07,61.392,52.3803,64.2081,81.6682,38.2996,0
